"sim","censoring","n","interpolate","extrapolate","alpha_tr","beta_tr","gamma_tr"
"115-87","Heavy",100,"carry-forward","drop-off",1.01682945033283,1.6792279574948,0.39479070219867
"115-88","Heavy",100,"carry-forward","drop-off",0.954781407704312,1.13955703035069,0.212998737575602
"115-89","Heavy",100,"carry-forward","drop-off",0.593645129306942,4.73089983996898,0.332902313818453
"115-90","Heavy",100,"carry-forward","drop-off",1.01861881146781,0.631264100833618,0.170069138004693
"115-91","Heavy",100,"carry-forward","drop-off",0.800158852336363,1.9794071327901,0.126344749177697
"115-92","Heavy",100,"carry-forward","drop-off",1.3860158455151,-0.93834228064735,0.104368682245119
"115-93","Heavy",100,"carry-forward","drop-off",1.18849816892638,1.45709457101601,-0.0395786394840074
"115-94","Heavy",100,"carry-forward","drop-off",0.875476792496778,3.47465269639333,-0.00299287953911506
"115-95","Heavy",100,"carry-forward","drop-off",1.1576741027911,-0.0439190968985028,0.173397727404949
"115-96","Heavy",100,"carry-forward","drop-off",0.582618121773421,4.829493142143,0.564872409769741
"115-97","Heavy",100,"carry-forward","drop-off",0.905081336278103,0.258025077126266,0.609029951981698
"115-98","Heavy",100,"carry-forward","drop-off",0.807829161002881,5.39114285728617,0.108165185718253
"115-99","Heavy",100,"carry-forward","drop-off",1.10990436162832,1.31146606242574,-0.0722799704548767
"115-100","Heavy",100,"carry-forward","drop-off",0.0589641378798515,9.93693083611764,0.236150324330229
"115-101","Heavy",100,"carry-forward","drop-off",1.15926430092321,-1.99148032737868,0.247227269585088
"115-102","Heavy",100,"carry-forward","drop-off",1.11508186918896,-0.198071898711252,0.493819484031689
"115-103","Heavy",100,"carry-forward","drop-off",0.820156497386193,2.80428102023915,0.330541297519303
"115-104","Heavy",100,"carry-forward","drop-off",0.984727377981634,2.77409891752235,0.25115281089732
"115-105","Heavy",100,"carry-forward","drop-off",1.1237046527462,-0.211897565853846,0.290197132921396
"115-106","Heavy",100,"carry-forward","drop-off",0.886278873089944,3.10510412646031,0.0874217317417187
"115-107","Heavy",100,"carry-forward","drop-off",1.13831420328564,-0.888852906554477,0.608893835750864
"115-108","Heavy",100,"carry-forward","drop-off",1.03443439682933,-0.188041968134949,0.410725601862184
"115-109","Heavy",100,"carry-forward","drop-off",1.51993106844565,-2.63351041721386,0.180191874839686
"115-110","Heavy",100,"carry-forward","drop-off",0.810140847751128,1.74297268283532,0.448681363121704
"115-111","Heavy",100,"carry-forward","drop-off",1.04182457984628,2.51863011348673,0.237579384093705
"115-112","Heavy",100,"carry-forward","drop-off",0.649969273572947,3.28200164600313,0.369706668332085
"115-113","Heavy",100,"carry-forward","drop-off",1.28406577550974,1.71633790831762,0.0681319750360495
"115-114","Heavy",100,"carry-forward","drop-off",1.20233578214369,-1.51604088650315,0.504187361924944
"115-115","Heavy",100,"carry-forward","drop-off",1.26356241797552,-2.09991215812128,0.310630187830296
"115-116","Heavy",100,"carry-forward","drop-off",1.07632895344427,0.844442221296294,0.195567090341111
"115-117","Heavy",100,"carry-forward","drop-off",0.841083351975136,1.75925253832564,0.281147268136332
"115-118","Heavy",100,"carry-forward","drop-off",1.35254221477863,-1.88130702574932,0.19341833805968
"115-119","Heavy",100,"carry-forward","drop-off",0.916923014085205,0.608279344901022,0.407320007594049
"115-120","Heavy",100,"carry-forward","drop-off",1.11992070721267,1.01804031405963,0.206617310880807
"115-121","Heavy",100,"carry-forward","drop-off",0.941408819672545,1.82664984446303,0.487115814343757
"115-122","Heavy",100,"carry-forward","drop-off",1.25960762949444,-1.00050890816268,0.30264330911822
"115-123","Heavy",100,"carry-forward","drop-off",1.00989747255441,0.85478897948798,0.136293460645037
"115-124","Heavy",100,"carry-forward","drop-off",1.45945809899196,-2.04830222048973,0.31189380370748
"115-125","Heavy",100,"carry-forward","drop-off",0.476904616793895,5.31835765319986,0.560656909158051
"115-126","Heavy",100,"carry-forward","drop-off",1.36630746732095,-0.577512765822578,-0.0248449434882162
"115-127","Heavy",100,"carry-forward","drop-off",1.259980480995,-2.56497273587908,0.322302559419813
"115-128","Heavy",100,"carry-forward","drop-off",0.688276177413478,3.03070072857764,0.335432334799378
"115-129","Heavy",100,"carry-forward","drop-off",0.962516467047219,4.44361799617208,-0.140019413067567
"115-130","Heavy",100,"carry-forward","drop-off",1.33492652858303,-0.818851629960219,0.266997572644807
"115-131","Heavy",100,"carry-forward","drop-off",0.801696667715927,3.4023551596133,0.363811921848379
"115-132","Heavy",100,"carry-forward","drop-off",1.48943544863288,0.220065401171166,-0.163526920002055
"115-133","Heavy",100,"carry-forward","drop-off",0.855083069561751,5.19228923934897,0.268528352879093
"115-134","Heavy",100,"carry-forward","drop-off",0.491488812217007,8.99722271071909,0.239722399401875
"115-135","Heavy",100,"carry-forward","drop-off",0.734383521907414,6.25223635772466,-0.0622886729562993
"115-136","Heavy",100,"carry-forward","drop-off",0.780697172047992,2.43318512759932,0.284552192349711
"115-137","Heavy",100,"carry-forward","drop-off",1.19702263312456,0.619675879409208,0.000309789523976053
"115-138","Heavy",100,"carry-forward","drop-off",0.600279183836667,5.13174093869563,0.37500341543585
"115-139","Heavy",100,"carry-forward","drop-off",0.886001039179024,3.12315434681149,0.241674274852881
"115-140","Heavy",100,"carry-forward","drop-off",1.48533771983131,-5.56210484489618,0.747903223015576
"115-141","Heavy",100,"carry-forward","drop-off",0.973285367561523,1.87924538914123,0.206993206290573
"115-142","Heavy",100,"carry-forward","drop-off",1.56556222038652,-1.32315584814532,-0.0482922186073278
"115-143","Heavy",100,"carry-forward","drop-off",1.00550452597334,1.24025142965,0.455203167840154
"115-144","Heavy",100,"carry-forward","drop-off",0.915286297472914,2.42817042992499,0.252008745503465
"115-145","Heavy",100,"carry-forward","drop-off",1.17226135319049,-0.486494127290501,0.424685703311294
"115-146","Heavy",100,"carry-forward","drop-off",0.840127437998782,2.80835791646098,0.180371226661948
"115-147","Heavy",100,"carry-forward","drop-off",1.07227132966747,0.362762704988777,0.175983897446899
"115-148","Heavy",100,"carry-forward","drop-off",0.966828168553813,2.77079566054045,-0.0625212224243799
"115-149","Heavy",100,"carry-forward","drop-off",0.67890582591466,5.3825002354421,0.176648874941847
"115-150","Heavy",100,"carry-forward","drop-off",0.71931284161348,1.85364981595752,0.62870288366769
"115-151","Heavy",100,"carry-forward","drop-off",1.21702788032366,0.275193576559273,0.197906509998271
"115-152","Heavy",100,"carry-forward","drop-off",0.499415099224983,5.03988249356099,0.380885872941085
"115-153","Heavy",100,"carry-forward","drop-off",1.28124605459663,-1.35173880815719,0.418976915155683
"115-154","Heavy",100,"carry-forward","drop-off",1.01407975414142,0.392693609589359,0.150061442180358
"115-155","Heavy",100,"carry-forward","drop-off",0.64703970724788,6.6407904969845,0.323768513076612
"115-156","Heavy",100,"carry-forward","drop-off",0.987316425341267,1.8665131099904,0.115879001243201
"115-157","Heavy",100,"carry-forward","drop-off",1.18842078032247,-0.716578728270795,0.586624001073052
"115-158","Heavy",100,"carry-forward","drop-off",0.664861593366268,5.08090518124023,0.265122654874106
"115-159","Heavy",100,"carry-forward","drop-off",1.10826864498491,2.2789235519115,-0.265892843591023
"115-160","Heavy",100,"carry-forward","drop-off",0.934285534477207,8.63967953183072,-0.0102062798144326
"115-161","Heavy",100,"carry-forward","drop-off",1.03227383551407,5.04060438842252,0.15447167291721
"115-162","Heavy",100,"carry-forward","drop-off",0.824712752033145,0.969635523806241,0.737365990335229
"115-163","Heavy",100,"carry-forward","drop-off",0.3220452553577,5.59276306225782,0.342295580481771
"115-164","Heavy",100,"carry-forward","drop-off",0.750821693292337,2.44761246339319,0.323445145559424
"115-165","Heavy",100,"carry-forward","drop-off",1.44208441680144,0.280161335354531,-0.167611943182604
"115-166","Heavy",100,"carry-forward","drop-off",0.985731256901224,2.05854325335268,0.167619950877347
"115-167","Heavy",100,"carry-forward","drop-off",0.731324790201908,4.20113224108295,0.326880302155045
"115-168","Heavy",100,"carry-forward","drop-off",0.770545806235022,4.79179003581196,0.183152659698499
"115-169","Heavy",100,"carry-forward","drop-off",1.38751891849372,-2.07594852536439,0.53837259571044
"115-170","Heavy",100,"carry-forward","drop-off",1.39427485786915,-1.2888959580304,0.0534753986016047
"115-171","Heavy",100,"carry-forward","drop-off",1.10233158254499,1.98298064582108,-0.109268224473559
"115-172","Heavy",100,"carry-forward","drop-off",1.20894421656097,-1.13928048356961,0.520247286178318
"115-173","Heavy",100,"carry-forward","drop-off",1.12763248274425,3.60670568492308,-0.0384005015716231
"115-174","Heavy",100,"carry-forward","drop-off",0.913199355525107,2.08666506489114,0.127005360402839
"115-175","Heavy",100,"carry-forward","drop-off",1.37692507153702,-1.02204055308848,0.283768828295307
"115-176","Heavy",100,"carry-forward","drop-off",0.807655443186775,4.29123411821348,0.268946904112734
"115-177","Heavy",100,"carry-forward","drop-off",0.510387130996226,3.79636005355753,0.48812478758573
"115-178","Heavy",100,"carry-forward","drop-off",0.929782923654964,1.99535556975282,0.360786528211327
"115-179","Heavy",100,"carry-forward","drop-off",1.18104955646611,0.328145728872329,0.211994127750872
"115-180","Heavy",100,"carry-forward","drop-off",0.601058886217743,4.35881089024491,0.049642957735469
"115-181","Heavy",100,"carry-forward","drop-off",0.573199019521562,2.5412204904718,0.422277055493832
"115-182","Heavy",100,"carry-forward","drop-off",0.944021013364874,1.92839008811044,0.253514078270419
"115-183","Heavy",100,"carry-forward","drop-off",0.79778201333036,4.46179418874499,0.038668871364299
"115-184","Heavy",100,"carry-forward","drop-off",1.26226711596067,0.863507610614506,-0.145083344169128
"115-185","Heavy",100,"carry-forward","drop-off",1.27420447662767,0.211529216149701,0.133057560975643
"115-186","Heavy",100,"carry-forward","drop-off",0.715606174089398,2.42216773879193,0.338681656946512
"115-187","Heavy",100,"carry-forward","drop-off",1.18064177579409,1.06468958482816,-0.0866477332123105
"115-188","Heavy",100,"carry-forward","drop-off",0.763114144466193,4.91415180187277,0.133818540829712
"115-189","Heavy",100,"carry-forward","drop-off",1.34280042821328,0.635235109136054,0.116093543350673
"115-190","Heavy",100,"carry-forward","drop-off",1.16131983903007,0.409229194622864,0.343861931079043
"115-191","Heavy",100,"carry-forward","drop-off",0.695040248093045,7.00876437255833,0.268818314787616
"115-192","Heavy",100,"carry-forward","drop-off",1.15236927494802,-1.05837197601148,0.200719947499087
"115-193","Heavy",100,"carry-forward","drop-off",0.725232879003306,5.50576322981728,0.0542179716112658
"115-194","Heavy",100,"carry-forward","drop-off",1.60060292550517,-6.96861138859653,0.39520725560663
"115-195","Heavy",100,"carry-forward","drop-off",1.28482380376916,-1.73161263544849,0.238583135751996
"115-196","Heavy",100,"carry-forward","drop-off",0.864626247943531,-0.398775881411601,0.618708251479933
"115-197","Heavy",100,"carry-forward","drop-off",0.906512944004144,2.05236366312681,0.311800909964309
"115-198","Heavy",100,"carry-forward","drop-off",0.872727090292898,2.95837188140711,0.297179304111512
"115-199","Heavy",100,"carry-forward","drop-off",1.04712590679832,3.61960793823991,0.0167016396973784
"115-200","Heavy",100,"carry-forward","drop-off",0.700539096428568,7.2716018310838,0.0940289950290877
"116-1","Heavy",100,"carry-forward","drop-off",1.25499365598613,0.801503662733509,0.0410240754726764
"116-2","Heavy",100,"carry-forward","drop-off",0.811648537997112,2.9698783826046,-0.0229645343778074
"116-3","Heavy",100,"carry-forward","drop-off",1.03742642065309,1.77417959409627,0.332760674451058
"116-4","Heavy",100,"carry-forward","drop-off",0.962937791115088,1.3795559030734,0.323997284360189
"116-5","Heavy",100,"carry-forward","drop-off",0.519005442716806,2.93344986560024,0.442012093834465
"116-6","Heavy",100,"carry-forward","drop-off",1.0952622969755,1.33419065986794,0.19146296957129
"116-7","Heavy",100,"carry-forward","drop-off",0.892583782219443,3.71039217105426,0.180157232992578
"116-8","Heavy",100,"carry-forward","drop-off",0.971712338429439,0.596618511949502,0.423578867631706
"116-9","Heavy",100,"carry-forward","drop-off",1.05768095101795,-0.287564346677922,0.323963290315047
"116-10","Heavy",100,"carry-forward","drop-off",1.37418671002278,-3.71471597085275,0.213779336631718
"116-11","Heavy",100,"carry-forward","drop-off",1.26813672784488,1.32485229009209,-0.0818239290307599
"116-12","Heavy",100,"carry-forward","drop-off",1.15728794521968,2.65200917770376,0.0116173323516588
"116-13","Heavy",100,"carry-forward","drop-off",1.32583150764344,-0.209586156957905,0.113006698751565
"116-14","Heavy",100,"carry-forward","drop-off",1.02842455123135,3.31795645231024,0.0874768413950364
"116-15","Heavy",100,"carry-forward","drop-off",0.914860737004293,2.56729932315751,0.439350130463203
"116-16","Heavy",100,"carry-forward","drop-off",1.17773854524578,1.52296006390186,-0.137400852413959
"116-17","Heavy",100,"carry-forward","drop-off",0.872561745186337,4.24192238611233,0.0792644144827171
"116-18","Heavy",100,"carry-forward","drop-off",1.01274395382378,0.274650130329484,0.400316935948916
"116-19","Heavy",100,"carry-forward","drop-off",0.964122919987418,0.819088497088614,0.17163913091971
"116-20","Heavy",100,"carry-forward","drop-off",1.52311906926425,-3.23307226690131,0.161512693937023
"116-21","Heavy",100,"carry-forward","drop-off",0.576315941864285,4.89206531720514,0.57290800874531
"116-22","Heavy",100,"carry-forward","drop-off",1.20294277982698,0.396341682839524,0.125313100166914
"116-23","Heavy",100,"carry-forward","drop-off",0.703314389335791,7.25089042569144,0.26571529235564
"116-24","Heavy",100,"carry-forward","drop-off",1.14221861503719,0.00292207309703488,0.153872032663867
"116-25","Heavy",100,"carry-forward","drop-off",1.17057221827161,0.476685117895947,0.234304231550789
"116-26","Heavy",100,"carry-forward","drop-off",0.977446622022478,0.771656666003199,-0.0576236977190061
"116-27","Heavy",100,"carry-forward","drop-off",1.52566952495032,-1.86165198640187,0.198800964539283
"116-28","Heavy",100,"carry-forward","drop-off",0.853450722150454,4.05907856070516,0.36876138023382
"116-29","Heavy",100,"carry-forward","drop-off",0.979901756955019,-0.296285648634955,0.330727548450827
"116-30","Heavy",100,"carry-forward","drop-off",1.08459793612169,1.253088146835,0.33491867389418
"116-31","Heavy",100,"carry-forward","drop-off",1.15582215140115,-0.194787659621111,0.385713605003979
"116-32","Heavy",100,"carry-forward","drop-off",0.659790504369076,4.05460378574364,0.12229758780819
"116-33","Heavy",100,"carry-forward","drop-off",0.830478482176705,4.52815947708655,0.428524816765214
"116-34","Heavy",100,"carry-forward","drop-off",1.28072261977732,0.591358156276667,-0.0583156231569082
"116-35","Heavy",100,"carry-forward","drop-off",1.3048066653034,0.686938358869646,0.135896134904145
"116-36","Heavy",100,"carry-forward","drop-off",0.804357315667567,1.27384767769405,0.56827771364097
"116-37","Heavy",100,"carry-forward","drop-off",0.530757540673843,3.79732627982959,0.55624524952218
"116-38","Heavy",100,"carry-forward","drop-off",1.00259426677633,-1.24754613506913,0.657807831028927
"116-39","Heavy",100,"carry-forward","drop-off",0.642842178153074,3.42898160452198,0.301660541547037
"116-40","Heavy",100,"carry-forward","drop-off",0.696166180098229,3.69263834283783,0.459727547479779
"116-41","Heavy",100,"carry-forward","drop-off",0.701270550654379,5.17116183092374,0.152941269602194
"116-42","Heavy",100,"carry-forward","drop-off",0.540792208784465,4.61022949375782,0.521202022594516
"116-43","Heavy",100,"carry-forward","drop-off",0.947505738161679,3.40571378223877,0.11672164625837
