"sim","censoring","n","interpolate","extrapolate","alpha_tr","beta_tr","gamma_tr"
"120-56","Light",1000,"carry-forward","weibull",0.977118428265654,0.412245292237434,0.29090906161601
"120-57","Light",1000,"carry-forward","weibull",0.995711427027839,0.504907795435684,0.236660166754032
"120-58","Light",1000,"carry-forward","weibull",1.02275115883014,0.50839929772613,0.218220370636072
"120-59","Light",1000,"carry-forward","weibull",0.935812608258813,0.604848265465931,0.296144477853709
"120-60","Light",1000,"carry-forward","weibull",1.08401316522345,0.43359313997891,0.116355574402437
"120-61","Light",1000,"carry-forward","weibull",1.06467408718557,0.478710836511213,0.25232681590845
"120-62","Light",1000,"carry-forward","weibull",0.997610492612495,0.496398290531752,0.25867857233322
"120-63","Light",1000,"carry-forward","weibull",0.954555932086412,0.582636137559143,0.205313709474232
"120-64","Light",1000,"carry-forward","weibull",0.943796942473365,0.657609968064948,0.320783533287327
"120-65","Light",1000,"carry-forward","weibull",1.03827358090325,0.454462378329066,0.247057849855708
"120-66","Light",1000,"carry-forward","weibull",0.993893176002043,0.440280572065125,0.309298100316052
"120-67","Light",1000,"carry-forward","weibull",1.07662222184518,0.349610067611824,0.161625288212052
"120-68","Light",1000,"carry-forward","weibull",0.966764480950678,0.579988219509023,0.204743047262105
"120-69","Light",1000,"carry-forward","weibull",0.954615328623324,0.539969251284404,0.265597853034455
"120-70","Light",1000,"carry-forward","weibull",0.93649796996495,0.53095059343035,0.272675641611329
"120-71","Light",1000,"carry-forward","weibull",1.01698395914634,0.447360760654441,0.2525073981025
"120-72","Light",1000,"carry-forward","weibull",1.02303138434274,0.440476463522336,0.179269438441189
"120-73","Light",1000,"carry-forward","weibull",0.989533048953055,0.46744611338518,0.226907852410264
"120-74","Light",1000,"carry-forward","weibull",1.08367438296525,0.340222876705178,0.187568731599804
"120-75","Light",1000,"carry-forward","weibull",1.01242330302047,0.513385909446628,0.248044692836841
"120-76","Light",1000,"carry-forward","weibull",1.04944542369823,0.442963085690836,0.244437260155979
"120-77","Light",1000,"carry-forward","weibull",0.910103380613674,0.657356042720418,0.330214952064838
"120-78","Light",1000,"carry-forward","weibull",0.989915150464451,0.485541950834381,0.256320849012261
"120-79","Light",1000,"carry-forward","weibull",1.01425893400669,0.270357234589432,0.327702947142492
"120-80","Light",1000,"carry-forward","weibull",0.994879159012007,0.357077369919805,0.24060930336014
"120-81","Light",1000,"carry-forward","weibull",1.017797501781,0.55596330574739,0.152624264183052
"120-82","Light",1000,"carry-forward","weibull",0.939319252553478,0.607366757765498,0.275938830967597
"120-83","Light",1000,"carry-forward","weibull",1.10841253677872,0.409857429325374,0.172606714602301
"120-84","Light",1000,"carry-forward","weibull",0.995228866815678,0.485173377173872,0.273703632430179
"120-85","Light",1000,"carry-forward","weibull",1.03020425976317,0.569423780990383,0.179342908167194
"120-86","Light",1000,"carry-forward","weibull",0.974592706547629,0.491087689353421,0.229305258789816
"120-87","Light",1000,"carry-forward","weibull",1.00885156980974,0.542492932832929,0.180120780305545
"120-88","Light",1000,"carry-forward","weibull",0.969381244665528,0.644932345242194,0.228845167943605
"120-89","Light",1000,"carry-forward","weibull",1.04758060218954,0.451733433940138,0.211458666702615
"120-90","Light",1000,"carry-forward","weibull",1.03003519861005,0.42874444803255,0.180139160377994
"120-91","Light",1000,"carry-forward","weibull",1.06339986920059,0.518824490708244,0.258250830874019
"120-92","Light",1000,"carry-forward","weibull",1.00311334888541,0.549844518149342,0.225076549097258
"120-93","Light",1000,"carry-forward","weibull",0.951140915313261,0.57636892272837,0.301319704592196
"120-94","Light",1000,"carry-forward","weibull",1.05614677128794,0.384170996220168,0.178207121984033
"120-95","Light",1000,"carry-forward","weibull",0.995901440004087,0.535030832684686,0.260300693888436
"120-96","Light",1000,"carry-forward","weibull",0.955495608155215,0.602007666918634,0.245653918500257
"120-97","Light",1000,"carry-forward","weibull",1.00139315732856,0.380765525257821,0.366806791688773
"120-98","Light",1000,"carry-forward","weibull",0.945087131309242,0.564761436276237,0.234178957612845
"120-99","Light",1000,"carry-forward","weibull",1.0165824817368,0.426902275495361,0.212653903331025
"120-100","Light",1000,"carry-forward","weibull",1.03540021006421,0.454582843829421,0.195780158368451
"121-1","Light",1000,"carry-forward","weibull",0.897170051140848,0.716448187182635,0.355074412398524
"121-2","Light",1000,"carry-forward","weibull",1.02632886696522,0.259381243208051,0.393728148642002
"121-3","Light",1000,"carry-forward","weibull",1.02016734073868,0.473183018277319,0.197059030407796
"121-4","Light",1000,"carry-forward","weibull",0.962272129777013,0.611938674616032,0.274575848120223
"121-5","Light",1000,"carry-forward","weibull",0.937989846263667,0.517436341066868,0.356871533565116
"121-6","Light",1000,"carry-forward","weibull",0.987019158866339,0.569921294418208,0.336626911107449
"121-7","Light",1000,"carry-forward","weibull",1.03265734962641,0.496719428520474,0.258137669320945
"121-8","Light",1000,"carry-forward","weibull",1.01623284822007,0.355486806044612,0.33472783484419
"121-9","Light",1000,"carry-forward","weibull",1.04145583550469,0.502565490515991,0.234695486001598
"121-10","Light",1000,"carry-forward","weibull",1.01424125922212,0.442592953024764,0.262452758150328
"121-11","Light",1000,"carry-forward","weibull",0.958512547774991,0.43804823746183,0.305492447983003
"121-12","Light",1000,"carry-forward","weibull",0.933859881177356,0.559361890740815,0.281502999269125
"121-13","Light",1000,"carry-forward","weibull",1.02712671237644,0.468104891711428,0.212850614679299
"121-14","Light",1000,"carry-forward","weibull",1.13744997925326,0.47206767990241,0.106976612530635
"121-15","Light",1000,"carry-forward","weibull",1.02087569435786,0.444542166295627,0.205207931493023
"121-16","Light",1000,"carry-forward","weibull",1.04218034809457,0.541012575252898,0.18342692002546
"121-17","Light",1000,"carry-forward","weibull",1.06405065061698,0.476570264690785,0.16800877585555
"121-18","Light",1000,"carry-forward","weibull",1.01248142591961,0.404511333589898,0.328763355423261
"121-19","Light",1000,"carry-forward","weibull",1.01235354643256,0.579361096540851,0.206832274515596
"121-20","Light",1000,"carry-forward","weibull",1.10112993707172,0.482637639626593,0.24155668868574
"121-21","Light",1000,"carry-forward","weibull",0.864338686412595,0.592368443318935,0.404171587454926
"121-22","Light",1000,"carry-forward","weibull",1.04419289745719,0.571241682996351,0.167199751008756
"121-23","Light",1000,"carry-forward","weibull",0.906103829235827,0.415067051963914,0.315992281086564
"121-24","Light",1000,"carry-forward","weibull",1.04984987215926,0.484833693857829,0.198673471893233
"121-25","Light",1000,"carry-forward","weibull",0.976775175909953,0.459370017698973,0.36989877196652
"121-26","Light",1000,"carry-forward","weibull",1.06467267816152,0.492575120068917,0.182850754694378
"121-27","Light",1000,"carry-forward","weibull",1.01930765019137,0.452254865207138,0.243028665298865
"121-28","Light",1000,"carry-forward","weibull",0.98102623647054,0.392614681666509,0.307439492317535
"121-29","Light",1000,"carry-forward","weibull",0.932168732269885,0.474406399400968,0.27970336292835
"121-30","Light",1000,"carry-forward","weibull",0.966441227526635,0.592062200641713,0.184743571606784
"121-31","Light",1000,"carry-forward","weibull",1.09078936349752,0.31513688299887,0.200546425551263
"121-32","Light",1000,"carry-forward","weibull",0.930025910586554,0.713273086771562,0.222080620065614
"121-33","Light",1000,"carry-forward","weibull",1.00045885746688,0.402895896724449,0.254732504045294
"121-34","Light",1000,"carry-forward","weibull",0.972249632922291,0.623028626824475,0.181938831229083
"121-35","Light",1000,"carry-forward","weibull",0.941560621293202,0.548760493948578,0.199457204448305
"121-36","Light",1000,"carry-forward","weibull",1.05178924260985,0.414848007286654,0.170015233433638
"121-37","Light",1000,"carry-forward","weibull",1.00748017424698,0.504199340271664,0.285634160787362
"121-38","Light",1000,"carry-forward","weibull",0.988726907435978,0.407026365405438,0.237718332432137
"121-39","Light",1000,"carry-forward","weibull",0.974713906445059,0.421055898695447,0.251767270794961
"121-40","Light",1000,"carry-forward","weibull",1.02443978015958,0.486568237769882,0.166372288438345
"121-41","Light",1000,"carry-forward","weibull",1.02415591431452,0.603354164352319,0.215728025658782
"121-42","Light",1000,"carry-forward","weibull",1.04972336564624,0.443810047836047,0.210521154041297
"121-43","Light",1000,"carry-forward","weibull",0.974840221960097,0.723684072282983,0.209457720520691
"121-44","Light",1000,"carry-forward","weibull",0.936402810066241,0.446235330610474,0.403033290305272
"121-45","Light",1000,"carry-forward","weibull",0.967343195513207,0.528840558215409,0.288556957337475
"121-46","Light",1000,"carry-forward","weibull",0.958175751730154,0.658052456150345,0.215950293842273
"121-47","Light",1000,"carry-forward","weibull",0.932165970866138,0.478221512342054,0.362860214832823
"121-48","Light",1000,"carry-forward","weibull",0.96360766134307,0.497486906115865,0.205386258807912
"121-49","Light",1000,"carry-forward","weibull",0.937366565005552,0.502807065631387,0.384043387639083
"121-50","Light",1000,"carry-forward","weibull",0.99332490690375,0.571382758936017,0.204421878848236
"121-51","Light",1000,"carry-forward","weibull",1.00214184684032,0.494582898195656,0.319111475804564
"121-52","Light",1000,"carry-forward","weibull",0.95313685537952,0.519499175066499,0.335983216267688
"121-53","Light",1000,"carry-forward","weibull",0.965488215542238,0.514958807086533,0.22898049460609
"121-54","Light",1000,"carry-forward","weibull",0.978329209022896,0.566668778327257,0.259358143137277
"121-55","Light",1000,"carry-forward","weibull",1.00249754363814,0.609973468097403,0.139674072250338
"121-56","Light",1000,"carry-forward","weibull",0.896775224307545,0.557209396038719,0.346142791666016
"121-57","Light",1000,"carry-forward","weibull",0.989639393194574,0.476302637022721,0.276918571757757
"121-58","Light",1000,"carry-forward","weibull",1.09585532270289,0.437773223476477,0.216055356191818
"121-59","Light",1000,"carry-forward","weibull",0.991005228111897,0.694408136094097,0.12089309645315
"121-60","Light",1000,"carry-forward","weibull",1.02529275185858,0.457094743746822,0.274755906653966
"121-61","Light",1000,"carry-forward","weibull",0.984387678779212,0.446544564560228,0.24797358258826
"121-62","Light",1000,"carry-forward","weibull",1.06729353775938,0.247018575575844,0.3025051730537
"121-63","Light",1000,"carry-forward","weibull",1.03983170933007,0.510381229248037,0.128800199069453
"121-64","Light",1000,"carry-forward","weibull",1.02647690050338,0.465679712873899,0.22601477212878
"121-65","Light",1000,"carry-forward","weibull",1.03169870244279,0.535529890396,0.164322475094419
"121-66","Light",1000,"carry-forward","weibull",0.957397035419443,0.568120992321029,0.237878857224043
"121-67","Light",1000,"carry-forward","weibull",0.969659365008643,0.672892263297258,0.320949540361942
"121-68","Light",1000,"carry-forward","weibull",0.961236636791815,0.463825376822787,0.283779426384235
"121-69","Light",1000,"carry-forward","weibull",1.05147264195821,0.396487578060059,0.298408601160656
"121-70","Light",1000,"carry-forward","weibull",1.02903281634072,0.427608617427139,0.255011679741295
"121-71","Light",1000,"carry-forward","weibull",1.00908295012398,0.53462688559851,0.257393134643857
"121-72","Light",1000,"carry-forward","weibull",1.10074923480705,0.415797759028492,0.129908382575349
"121-73","Light",1000,"carry-forward","weibull",1.01625920430489,0.424797119519596,0.168513201932665
"121-74","Light",1000,"carry-forward","weibull",0.941407152837102,0.605396817366821,0.315595578904809
"121-75","Light",1000,"carry-forward","weibull",1.12111150578034,0.405879172742085,0.206072150466392
"121-76","Light",1000,"carry-forward","weibull",1.07336869406488,0.284318643172512,0.262108370133667
"121-77","Light",1000,"carry-forward","weibull",0.985448514145691,0.517478296804753,0.232787936277337
"121-78","Light",1000,"carry-forward","weibull",0.979841836220859,0.596295160435067,0.217077594422714
"121-79","Light",1000,"carry-forward","weibull",0.981060359386811,0.535989167269854,0.263394615966765
"121-80","Light",1000,"carry-forward","weibull",1.08141457146898,0.372733436729902,0.235328156589306
"121-81","Light",1000,"carry-forward","weibull",1.0579119598046,0.487568895267811,0.165068008492443
"121-82","Light",1000,"carry-forward","weibull",0.987708178288107,0.536131861070695,0.236603298701119
"121-83","Light",1000,"carry-forward","weibull",1.02139057214709,0.509033992803717,0.245266183145002
"121-84","Light",1000,"carry-forward","weibull",0.939676692519427,0.657489353670522,0.250095127132565
"121-85","Light",1000,"carry-forward","weibull",0.928884390846337,0.560492026072683,0.34750928463086
"121-86","Light",1000,"carry-forward","weibull",0.965132466081434,0.690727202117983,0.257438957161211
"121-87","Light",1000,"carry-forward","weibull",1.03847538738548,0.412827160613127,0.272149292568305
"121-88","Light",1000,"carry-forward","weibull",0.973979169146813,0.551555043223127,0.23235695025371
"121-89","Light",1000,"carry-forward","weibull",0.947034032099794,0.408678919594284,0.328567001617032
"121-90","Light",1000,"carry-forward","weibull",1.06948214128612,0.323124733430237,0.221562454244449
"121-91","Light",1000,"carry-forward","weibull",1.02126744621024,0.538558695688861,0.184077528265569
"121-92","Light",1000,"carry-forward","weibull",0.866528206897982,0.536496717729295,0.381512332017577
"121-93","Light",1000,"carry-forward","weibull",1.01807300230978,0.445558293071012,0.25836055550703
"121-94","Light",1000,"carry-forward","weibull",1.04517991279823,0.495663863727087,0.258874767397566
"121-95","Light",1000,"carry-forward","weibull",1.00700981377673,0.473538958932895,0.258372454488919
"121-96","Light",1000,"carry-forward","weibull",0.942197870953985,0.454456644190241,0.350037764160677
"121-97","Light",1000,"carry-forward","weibull",1.10139746958326,0.274219792428481,0.235924398506976
"121-98","Light",1000,"carry-forward","weibull",0.971229451318372,0.550470889505599,0.278452056409459
"121-99","Light",1000,"carry-forward","weibull",0.982467427246599,0.361887004434574,0.318095707629073
"121-100","Light",1000,"carry-forward","weibull",0.923690422827021,0.431375553015862,0.321370447223806
"122-1","Light",1000,"carry-forward","weibull",0.951638424977768,0.703375127394564,0.166380791383204
"122-2","Light",1000,"carry-forward","weibull",0.898552287589897,0.606296452564355,0.292284489043941
"122-3","Light",1000,"carry-forward","weibull",0.908449320070765,0.564871799301879,0.324142235008624
"122-4","Light",1000,"carry-forward","weibull",0.957811105528965,0.421466297113656,0.312654373453184
"122-5","Light",1000,"carry-forward","weibull",0.952650969908,0.553085793155222,0.281779500131988
"122-6","Light",1000,"carry-forward","weibull",0.977866101138126,0.580667224319853,0.153988348820919
"122-7","Light",1000,"carry-forward","weibull",1.01710920329316,0.526506455192872,0.151113890911546
"122-8","Light",1000,"carry-forward","weibull",1.07356362572886,0.440784399801249,0.109769201076505
"122-9","Light",1000,"carry-forward","weibull",1.05125964003218,0.586709313061442,0.245636428182927
"122-10","Light",1000,"carry-forward","weibull",0.963952193327336,0.58180093068133,0.297831709687065
"122-11","Light",1000,"carry-forward","weibull",0.976453770525362,0.412508141679796,0.362162494144712
"122-12","Light",1000,"carry-forward","weibull",0.946370076678422,0.561988629139488,0.225728924705262
"122-13","Light",1000,"carry-forward","weibull",0.99934945588753,0.606612944397356,0.242305411785181
"122-14","Light",1000,"carry-forward","weibull",0.996302115632217,0.59736815432727,0.186196586893869
"122-15","Light",1000,"carry-forward","weibull",1.05973229335642,0.438892763052669,0.233569816023132
"122-16","Light",1000,"carry-forward","weibull",1.01540379451598,0.402455167897293,0.186465731592354
"122-17","Light",1000,"carry-forward","weibull",0.943591995593642,0.418394919740484,0.328824969196918
"122-18","Light",1000,"carry-forward","weibull",1.07901727118408,0.427894675807153,0.183950287709954
"122-19","Light",1000,"carry-forward","weibull",1.0384816265095,0.329311807266602,0.286035499690607
"122-20","Light",1000,"carry-forward","weibull",0.933554530717372,0.72525885017566,0.298795274173295
"122-21","Light",1000,"carry-forward","weibull",1.01643824049447,0.48623034026213,0.29033100613524
"122-22","Light",1000,"carry-forward","weibull",1.10967484710393,0.364547142024558,0.236501877470253
"122-23","Light",1000,"carry-forward","weibull",1.026149288979,0.494631661756204,0.220460147470249
"122-24","Light",1000,"carry-forward","weibull",0.996014862646286,0.389777441852295,0.209770186996225
"122-25","Light",1000,"carry-forward","weibull",0.973640612795061,0.495605310608048,0.32036883432002
"122-26","Light",1000,"carry-forward","weibull",1.02371850252548,0.467899210016654,0.221084589840409
"122-27","Light",1000,"carry-forward","weibull",1.0166645101942,0.51293288885317,0.202210443383127
"122-28","Light",1000,"carry-forward","weibull",1.01181334713546,0.44154248883613,0.231371250599892
"122-29","Light",1000,"carry-forward","weibull",1.02001417594278,0.363311788672367,0.314139042394393
"122-30","Light",1000,"carry-forward","weibull",0.973326321118444,0.384852683659806,0.331651174825357
"122-31","Light",1000,"carry-forward","weibull",1.03511747957179,0.326034016785888,0.226228842818801
"122-32","Light",1000,"carry-forward","weibull",0.948342148605127,0.46081287545385,0.385489482653305
"122-33","Light",1000,"carry-forward","weibull",1.07359039018447,0.41450376491475,0.23360976056123
"122-34","Light",1000,"carry-forward","weibull",1.04687294734333,0.509436277088769,0.174941893179573
"122-35","Light",1000,"carry-forward","weibull",1.0905437754659,0.389849091835183,0.259731213638863
"122-36","Light",1000,"carry-forward","weibull",1.11059059247381,0.409677301008754,0.214052364354401
"122-37","Light",1000,"carry-forward","weibull",1.03079049747207,0.4125057084353,0.28635702784125
"122-38","Light",1000,"carry-forward","weibull",1.03779100975518,0.516470769880317,0.178035864560507
"122-39","Light",1000,"carry-forward","weibull",0.960450615124112,0.558471486971388,0.227922316233576
"122-40","Light",1000,"carry-forward","weibull",0.976495757583271,0.391132799796244,0.349380036791605
"122-41","Light",1000,"carry-forward","weibull",1.04029871032057,0.454645480536967,0.191999010060611
"122-42","Light",1000,"carry-forward","weibull",0.96803405993475,0.472331710843632,0.267221540528102
"122-43","Light",1000,"carry-forward","weibull",1.01762116969518,0.671881695353822,0.178574094570073
"122-44","Light",1000,"carry-forward","weibull",0.997624604455734,0.518042063368549,0.285008532775547
"122-45","Light",1000,"carry-forward","weibull",0.96073037602231,0.506599897726217,0.255718389295396
"122-46","Light",1000,"carry-forward","weibull",0.976807878025293,0.49544441382534,0.23612555800037
"122-47","Light",1000,"carry-forward","weibull",0.979710734318643,0.573629761143052,0.255000249627036
"122-48","Light",1000,"carry-forward","weibull",0.970313899677325,0.528942701332605,0.262013504380113
"122-49","Light",1000,"carry-forward","weibull",1.03155655779436,0.398672761678564,0.300214689410253
"122-50","Light",1000,"carry-forward","weibull",0.977040151437134,0.530740345529299,0.285654436281863
"122-51","Light",1000,"carry-forward","weibull",0.955657003748245,0.632281978444788,0.22355601309754
"122-52","Light",1000,"carry-forward","weibull",0.971180434543243,0.541841855943025,0.277484113741063
"122-53","Light",1000,"carry-forward","weibull",1.02130474781846,0.398982950324984,0.281877657795704
"122-54","Light",1000,"carry-forward","weibull",1.05702808012046,0.407341618004224,0.274347256231559
"122-55","Light",1000,"carry-forward","weibull",1.11442111193654,0.339561097685848,0.298323011041344
"122-56","Light",1000,"carry-forward","weibull",1.00249972707874,0.437402133345144,0.261654340965456
"122-57","Light",1000,"carry-forward","weibull",1.02043971140524,0.508101569784344,0.212900141300816
"122-58","Light",1000,"carry-forward","weibull",0.961504605711741,0.499682783638662,0.239682319714547
"122-59","Light",1000,"carry-forward","weibull",1.01673903358897,0.624794731019273,0.248864456028646
"122-60","Light",1000,"carry-forward","weibull",0.944553369979706,0.554291311549671,0.24926467518675
"122-61","Light",1000,"carry-forward","weibull",0.955559687107656,0.588152497321287,0.250425296270028
"122-62","Light",1000,"carry-forward","weibull",1.03505302399838,0.592106358894971,0.229450370597008
"122-63","Light",1000,"carry-forward","weibull",1.0226601639968,0.398771205668245,0.27493853765424
"122-64","Light",1000,"carry-forward","weibull",0.957502492538026,0.518077986968074,0.361450999781236
"122-65","Light",1000,"carry-forward","weibull",0.988868536994307,0.479135923412857,0.324829715629519
"122-66","Light",1000,"carry-forward","weibull",0.98400538237425,0.519665144320292,0.381091147486618
"122-67","Light",1000,"carry-forward","weibull",1.01438825202839,0.588348239364961,0.210217348788032
"122-68","Light",1000,"carry-forward","weibull",0.984737850072523,0.546412392743823,0.26528992793575
"122-69","Light",1000,"carry-forward","weibull",0.99580317365681,0.456667199962698,0.291326471597358
"122-70","Light",1000,"carry-forward","weibull",0.91587911171021,0.543422275005028,0.335673102156151
"122-71","Light",1000,"carry-forward","weibull",0.995282297765808,0.532138370846412,0.286035820176836
"122-72","Light",1000,"carry-forward","weibull",0.957824812922878,0.511882656783572,0.285926178839338
"122-73","Light",1000,"carry-forward","weibull",1.06206550247969,0.49912934661362,0.164744871791999
"122-74","Light",1000,"carry-forward","weibull",0.973408335462584,0.463095450933247,0.25282049107353
"122-75","Light",1000,"carry-forward","weibull",1.11631142258519,0.337127388151702,0.104064660861411
"122-76","Light",1000,"carry-forward","weibull",1.04433715137926,0.451918682469535,0.213657600197428
"122-77","Light",1000,"carry-forward","weibull",0.964055184651991,0.570674685282666,0.287951375882826
"122-78","Light",1000,"carry-forward","weibull",1.02209196683939,0.446542109249039,0.240733197469823
"122-79","Light",1000,"carry-forward","weibull",0.987533271825899,0.568045613681963,0.20720115666324
"122-80","Light",1000,"carry-forward","weibull",0.887263227754489,0.646968142342124,0.322591730650921
"122-81","Light",1000,"carry-forward","weibull",0.965461054004681,0.588044237385575,0.210061641272266
"122-82","Light",1000,"carry-forward","weibull",0.990100728256612,0.53447454480136,0.27902111528552
"122-83","Light",1000,"carry-forward","weibull",1.01927838198001,0.476507274876757,0.248182616034976
"122-84","Light",1000,"carry-forward","weibull",0.936817296322458,0.462528077263043,0.361241590517552
"122-85","Light",1000,"carry-forward","weibull",0.962368875797248,0.567645542730357,0.356309296102388
"122-86","Light",1000,"carry-forward","weibull",1.00989645916129,0.567247207511899,0.298774646609766
"122-87","Light",1000,"carry-forward","weibull",1.00538753883531,0.52055045196801,0.218364232165929
"122-88","Light",1000,"carry-forward","weibull",0.965698052699029,0.492486175827902,0.210171522421576
"122-89","Light",1000,"carry-forward","weibull",0.977679020537424,0.397555814373196,0.301409050151752
"122-90","Light",1000,"carry-forward","weibull",1.04917869543918,0.544905127740016,0.124759737270465
"122-91","Light",1000,"carry-forward","weibull",1.01678459215458,0.450868277162664,0.192639751788015
"122-92","Light",1000,"carry-forward","weibull",1.03191725768876,0.477785371968417,0.23245306939292
"122-93","Light",1000,"carry-forward","weibull",0.963953248246858,0.585262226398572,0.22058153728657
"122-94","Light",1000,"carry-forward","weibull",0.906341341168014,0.618892427713909,0.248103778882826
"122-95","Light",1000,"carry-forward","weibull",1.01860376524602,0.458813947210496,0.153455838978976
"122-96","Light",1000,"carry-forward","weibull",1.02636837130734,0.588519205684963,0.232580953079351
"122-97","Light",1000,"carry-forward","weibull",1.0255647626579,0.441499045277211,0.210837749678164
"122-98","Light",1000,"carry-forward","weibull",0.963080601378415,0.579555914835655,0.267476739862159
"122-99","Light",1000,"carry-forward","weibull",1.0669289826576,0.330463195868429,0.207673763728778
"122-100","Light",1000,"carry-forward","weibull",0.966323359791966,0.437778522865461,0.324966794532998
"123-1","Light",1000,"carry-forward","weibull",1.05830766152665,0.409316490152774,0.261985544769574
"123-2","Light",1000,"carry-forward","weibull",1.0478547354602,0.365445327988015,0.163578285468652
"123-3","Light",1000,"carry-forward","weibull",1.00207632023757,0.461272022413268,0.264086840639378
"123-4","Light",1000,"carry-forward","weibull",1.01862528885811,0.48124354944469,0.274863770601209
"123-5","Light",1000,"carry-forward","weibull",0.996666952894567,0.649133350936556,0.262753371867453
"123-6","Light",1000,"carry-forward","weibull",0.98488790306338,0.489510551554117,0.176065518219348
"123-7","Light",1000,"carry-forward","weibull",0.922458185633459,0.532090233860573,0.300088803357742
"123-8","Light",1000,"carry-forward","weibull",0.991113837219061,0.347837292691776,0.314850255851969
"123-9","Light",1000,"carry-forward","weibull",0.951759477757044,0.486165443617371,0.303542117660183
"123-10","Light",1000,"carry-forward","weibull",1.12792408423944,0.371452928939596,0.063528446071343
"123-11","Light",1000,"carry-forward","weibull",1.02247444082122,0.413662596492426,0.27081799160091
"123-12","Light",1000,"carry-forward","weibull",1.04355717612138,0.509267243330665,0.186107434720001
"123-13","Light",1000,"carry-forward","weibull",0.958234818791322,0.598938530395298,0.27348287882362
"123-14","Light",1000,"carry-forward","weibull",0.999018542785997,0.561052392643165,0.237760692549015
"123-15","Light",1000,"carry-forward","weibull",1.05090273464873,0.347303681723222,0.297242769369161
"123-16","Light",1000,"carry-forward","weibull",1.06816189678999,0.533738174111026,0.23694499168476
"123-17","Light",1000,"carry-forward","weibull",1.00625734534453,0.579183487501383,0.266705910938231
"123-18","Light",1000,"carry-forward","weibull",1.06627512043788,0.420300391685759,0.183295059273581
"123-19","Light",1000,"carry-forward","weibull",0.940885724539209,0.651174539140253,0.245178899932537
"123-20","Light",1000,"carry-forward","weibull",1.0024898673854,0.512122334939985,0.307600838120572
"123-21","Light",1000,"carry-forward","weibull",0.997197324868598,0.476653048725806,0.209114119068903
"123-22","Light",1000,"carry-forward","weibull",1.00945580729625,0.461363605904808,0.270241336527048
"123-23","Light",1000,"carry-forward","weibull",0.932039319655085,0.516788322328899,0.352027781985027
"123-24","Light",1000,"carry-forward","weibull",0.998114667313694,0.532937860935163,0.196148562252158
"123-25","Light",1000,"carry-forward","weibull",1.02608220038495,0.501480158378612,0.253417821875373
"123-26","Light",1000,"carry-forward","weibull",0.996261619079077,0.53246275954945,0.254280370357966
"123-27","Light",1000,"carry-forward","weibull",0.997348740890328,0.401985239939667,0.280533209471959
"123-28","Light",1000,"carry-forward","weibull",1.02821300801559,0.449471727674726,0.267292527431703
"123-29","Light",1000,"carry-forward","weibull",0.973554208956013,0.621357998562804,0.261579654197285
"123-30","Light",1000,"carry-forward","weibull",0.909210996767445,0.555833392600652,0.264372324028862
"123-31","Light",1000,"carry-forward","weibull",0.914560603147404,0.58333736503571,0.228394087231794
"123-32","Light",1000,"carry-forward","weibull",1.04088793406278,0.450420226584914,0.225427077912428
"123-33","Light",1000,"carry-forward","weibull",0.975070838007025,0.581969633990792,0.250070408154911
"123-34","Light",1000,"carry-forward","weibull",0.96162180520337,0.587790566068809,0.299903672003947
"123-35","Light",1000,"carry-forward","weibull",1.02225803192601,0.557839357113836,0.194040846107547
"123-36","Light",1000,"carry-forward","weibull",0.975994473139589,0.60791504417182,0.285375812376746
"123-37","Light",1000,"carry-forward","weibull",1.01909456177184,0.426518981952701,0.253194146536317
"123-38","Light",1000,"carry-forward","weibull",1.11403246693709,0.422213167164468,0.0585153422737351
"123-39","Light",1000,"carry-forward","weibull",1.01951089172855,0.63106556398318,0.202515840505516
"123-40","Light",1000,"carry-forward","weibull",1.02781390600854,0.374712640951777,0.279657094960226
"123-41","Light",1000,"carry-forward","weibull",0.974455948691092,0.550251080823358,0.270638765312068
"123-42","Light",1000,"carry-forward","weibull",0.992793085360906,0.577300764228293,0.279472234826096
"123-43","Light",1000,"carry-forward","weibull",0.9660607647122,0.53637203229958,0.294145310647684
"123-44","Light",1000,"carry-forward","weibull",0.966257147784854,0.515638032414416,0.242054637700107
"123-45","Light",1000,"carry-forward","weibull",1.01829967536285,0.536565528183852,0.202026855401328
"123-46","Light",1000,"carry-forward","weibull",0.941851473360854,0.545149971464062,0.352494403444912
"123-47","Light",1000,"carry-forward","weibull",0.822559343683842,0.718810288558911,0.402745262859423
"123-48","Light",1000,"carry-forward","weibull",0.955504399340884,0.518396574972334,0.333835007699498
"123-49","Light",1000,"carry-forward","weibull",1.02552812847853,0.645175042654073,0.152742821182817
"123-50","Light",1000,"carry-forward","weibull",0.992373184896393,0.593595548140816,0.172193942246445
"123-51","Light",1000,"carry-forward","weibull",1.00643493599842,0.439054677076551,0.245827218754903
"123-52","Light",1000,"carry-forward","weibull",0.985164711321006,0.538752144303713,0.299478013583301
"123-53","Light",1000,"carry-forward","weibull",0.993969140146453,0.579531207693063,0.249107067084874
"123-54","Light",1000,"carry-forward","weibull",1.02013980220136,0.477944317457373,0.237630831091043
"123-55","Light",1000,"carry-forward","weibull",1.00743002974376,0.333489571228296,0.249363404498314
"123-56","Light",1000,"carry-forward","weibull",1.01725962532644,0.625034907051564,0.106963828661493
"123-57","Light",1000,"carry-forward","weibull",1.00790052643665,0.567719446641433,0.255488565996496
"123-58","Light",1000,"carry-forward","weibull",0.977409506555872,0.611660337689383,0.323902807504663
